poe,date,arrivals,arrivals_male,arrivals_female
Pos Imigresen Mengkalap,2020-08-01,77,74,3
Pos Imigresen Mengkalap,2020-09-01,269,258,11
Pos Imigresen Mengkalap,2020-10-01,111,111,0
Pos Imigresen Mengkalap,2020-11-01,251,250,1
Pos Imigresen Mengkalap,2020-12-01,277,276,1
Pos Imigresen Mengkalap,2021-01-01,270,270,0
Pos Imigresen Mengkalap,2021-02-01,260,258,2
Pos Imigresen Mengkalap,2021-03-01,302,302,0
Pos Imigresen Mengkalap,2021-04-01,270,268,2
Pos Imigresen Mengkalap,2021-05-01,197,197,0
Pos Imigresen Mengkalap,2021-06-01,264,264,0
Pos Imigresen Mengkalap,2021-07-01,311,310,1
Pos Imigresen Mengkalap,2021-08-01,233,229,4
Pos Imigresen Mengkalap,2021-09-01,206,206,0
Pos Imigresen Mengkalap,2021-10-01,189,188,1
Pos Imigresen Mengkalap,2021-11-01,239,237,2
Pos Imigresen Mengkalap,2021-12-01,252,249,3
Pos Imigresen Mengkalap,2022-01-01,298,292,6
Pos Imigresen Mengkalap,2022-02-01,221,220,1
Pos Imigresen Mengkalap,2022-03-01,293,293,0
Pos Imigresen Mengkalap,2022-04-01,355,338,17
Pos Imigresen Mengkalap,2022-05-01,312,279,33
Pos Imigresen Mengkalap,2022-06-01,564,472,92
Pos Imigresen Mengkalap,2022-07-01,1465,911,554
Pos Imigresen Mengkalap,2022-08-01,8080,4593,3487
Pos Imigresen Mengkalap,2022-09-01,15993,8629,7364
Pos Imigresen Mengkalap,2022-10-01,13014,7257,5757
Pos Imigresen Mengkalap,2022-11-01,13200,7350,5850
Pos Imigresen Mengkalap,2022-12-01,51496,25859,25637
Pos Imigresen Mengkalap,2023-01-01,19043,10122,8921
Pos Imigresen Mengkalap,2023-02-01,19852,10489,9363
Pos Imigresen Mengkalap,2023-03-01,20079,11066,9013
Pos Imigresen Mengkalap,2023-04-01,34544,17744,16800
Pos Imigresen Mengkalap,2023-05-01,20041,11054,8987
Pos Imigresen Mengkalap,2023-06-01,23195,12484,10711
Pos Imigresen Mengkalap,2023-07-01,20414,10823,9591
Pos Imigresen Mengkalap,2023-08-01,29690,15502,14188
Pos Imigresen Mengkalap,2023-09-01,21855,11723,10132
Pos Imigresen Mengkalap,2023-10-01,19607,10623,8984
Pos Imigresen Mengkalap,2023-11-01,22027,11910,10117
Pos Kawalan Imigresen Muar,2020-01-01,8138,6259,1879
Pos Kawalan Imigresen Muar,2020-02-01,8466,6690,1776
Pos Kawalan Imigresen Muar,2020-03-01,4956,3985,971
Pos Kawalan Imigresen Muar,2020-04-01,0,0,0
Pos Kawalan Imigresen Muar,2020-05-01,0,0,0
Pos Kawalan Imigresen Muar,2020-06-01,0,0,0
Pos Kawalan Imigresen Muar,2020-07-01,0,0,0
Pos Kawalan Imigresen Muar,2020-08-01,0,0,0
Pos Kawalan Imigresen Muar,2020-09-01,0,0,0
Pos Kawalan Imigresen Muar,2020-10-01,0,0,0
Pos Kawalan Imigresen Muar,2020-11-01,0,0,0
Pos Kawalan Imigresen Muar,2020-12-01,0,0,0
Pos Kawalan Imigresen Muar,2021-01-01,0,0,0
Pos Kawalan Imigresen Muar,2021-02-01,0,0,0
Pos Kawalan Imigresen Muar,2021-03-01,0,0,0
Pos Kawalan Imigresen Muar,2021-04-01,0,0,0
Pos Kawalan Imigresen Muar,2021-05-01,0,0,0
Pos Kawalan Imigresen Muar,2021-06-01,0,0,0
Pos Kawalan Imigresen Muar,2021-07-01,0,0,0
Pos Kawalan Imigresen Muar,2021-08-01,0,0,0
Pos Kawalan Imigresen Muar,2021-09-01,0,0,0
Pos Kawalan Imigresen Muar,2021-10-01,0,0,0
Pos Kawalan Imigresen Muar,2021-11-01,0,0,0
Pos Kawalan Imigresen Muar,2021-12-01,0,0,0
Pos Kawalan Imigresen Muar,2022-01-01,0,0,0
Pos Kawalan Imigresen Muar,2022-02-01,0,0,0
Pos Kawalan Imigresen Muar,2022-03-01,0,0,0
Pos Kawalan Imigresen Muar,2022-04-01,3,3,0
Pos Kawalan Imigresen Muar,2022-05-01,0,0,0
Pos Kawalan Imigresen Muar,2022-06-01,1909,1474,435
Pos Kawalan Imigresen Muar,2022-07-01,6448,4927,1521
Pos Kawalan Imigresen Muar,2022-08-01,7317,5477,1840
Pos Kawalan Imigresen Muar,2022-09-01,5697,4212,1485
Pos Kawalan Imigresen Muar,2022-10-01,9431,6886,2545
Pos Kawalan Imigresen Muar,2022-11-01,9136,6851,2285
Pos Kawalan Imigresen Muar,2022-12-01,10312,7403,2909
Pos Kawalan Imigresen Muar,2023-01-01,14142,10171,3971
Pos Kawalan Imigresen Muar,2023-02-01,11655,8623,3032
Pos Kawalan Imigresen Muar,2023-03-01,9281,6999,2282
Pos Kawalan Imigresen Muar,2023-04-01,3644,2465,1179
Pos Kawalan Imigresen Muar,2023-05-01,16302,12083,4219
Pos Kawalan Imigresen Muar,2023-06-01,6021,4741,1280
Pos Kawalan Imigresen Muar,2023-07-01,5487,4072,1415
Pos Kawalan Imigresen Muar,2023-08-01,5851,4270,1581
Pos Kawalan Imigresen Muar,2023-09-01,7360,5500,1860
Pos Kawalan Imigresen Muar,2023-10-01,6988,5185,1803
Pos Kawalan Imigresen Muar,2023-11-01,6820,5022,1798
Rantau Panjang,2020-01-01,21076,11013,10063
Rantau Panjang,2020-02-01,21020,10957,10063
Rantau Panjang,2020-03-01,10460,5230,5230
Rantau Panjang,2020-04-01,22,5,17
Rantau Panjang,2020-05-01,18,6,12
Rantau Panjang,2020-06-01,21,3,18
Rantau Panjang,2020-07-01,9,1,8
Rantau Panjang,2020-08-01,3,1,2
Rantau Panjang,2020-09-01,7,1,6
Rantau Panjang,2020-10-01,1,0,1
Rantau Panjang,2020-11-01,2,0,2
Rantau Panjang,2020-12-01,2,1,1
Rantau Panjang,2021-01-01,0,0,0
Rantau Panjang,2021-02-01,3,1,2
Rantau Panjang,2021-03-01,4,2,2
Rantau Panjang,2021-04-01,5,2,3
Rantau Panjang,2021-05-01,0,0,0
Rantau Panjang,2021-06-01,1,0,1
Rantau Panjang,2021-07-01,3,1,2
Rantau Panjang,2021-08-01,0,0,0
Rantau Panjang,2021-09-01,0,0,0
Rantau Panjang,2021-10-01,0,0,0
Rantau Panjang,2021-11-01,4,0,4
Rantau Panjang,2021-12-01,0,0,0
Rantau Panjang,2022-01-01,2,1,1
Rantau Panjang,2022-02-01,5,0,5
Rantau Panjang,2022-03-01,13,13,0
Rantau Panjang,2022-04-01,1,1,0
Rantau Panjang,2022-05-01,2881,1460,1421
Rantau Panjang,2022-06-01,6913,3051,3862
Rantau Panjang,2022-07-01,12892,6171,6721
Rantau Panjang,2022-08-01,22486,11322,11164
Rantau Panjang,2022-09-01,20421,10423,9998
Rantau Panjang,2022-10-01,23027,11500,11527
Rantau Panjang,2022-11-01,20548,10677,9871
Rantau Panjang,2022-12-01,15892,7969,7923
Rantau Panjang,2023-01-01,34584,18336,16248
Rantau Panjang,2023-02-01,34327,17839,16488
Rantau Panjang,2023-03-01,39108,19478,19630
Rantau Panjang,2023-04-01,28588,14033,14555
Rantau Panjang,2023-05-01,32385,16777,15608
Rantau Panjang,2023-06-01,18896,9666,9230
Rantau Panjang,2023-07-01,28714,15014,13700
Rantau Panjang,2023-08-01,19378,10396,8982
Rantau Panjang,2023-09-01,17576,9220,8356
Rantau Panjang,2023-10-01,23678,11899,11779
Rantau Panjang,2023-11-01,21997,11390,10607
Roro Labuan,2020-01-01,1042,650,392
Roro Labuan,2020-02-01,702,475,227
Roro Labuan,2020-03-01,192,143,49
Roro Labuan,2020-04-01,2,2,0
Roro Labuan,2020-05-01,2,2,0
Roro Labuan,2020-06-01,5,5,0
Roro Labuan,2020-07-01,10,7,3
Roro Labuan,2020-08-01,5,4,1
Roro Labuan,2020-09-01,10,8,2
Roro Labuan,2020-10-01,5,5,0
Roro Labuan,2020-11-01,13,11,2
Roro Labuan,2020-12-01,8,8,0
Roro Labuan,2021-01-01,6,6,0
Roro Labuan,2021-02-01,9,9,0
Roro Labuan,2021-03-01,6,3,3
Roro Labuan,2021-04-01,10,10,0
Roro Labuan,2021-05-01,15,14,1
Roro Labuan,2021-06-01,0,0,0
Roro Labuan,2021-07-01,15,15,0
Roro Labuan,2021-08-01,9,9,0
Roro Labuan,2021-09-01,7,7,0
Roro Labuan,2021-10-01,0,0,0
Roro Labuan,2021-11-01,3,3,0
Roro Labuan,2021-12-01,10,10,0
Roro Labuan,2022-01-01,12,12,0
Roro Labuan,2022-02-01,17,17,0
Roro Labuan,2022-03-01,12,12,0
Roro Labuan,2022-04-01,23,19,4
Roro Labuan,2022-05-01,28,21,7
Roro Labuan,2022-06-01,42,25,17
Roro Labuan,2022-07-01,62,34,28
Roro Labuan,2022-08-01,651,399,252
Roro Labuan,2022-09-01,399,236,163
Roro Labuan,2022-10-01,110,63,47
Roro Labuan,2022-11-01,189,114,75
Roro Labuan,2022-12-01,579,350,229
Roro Labuan,2023-01-01,149,77,72
Roro Labuan,2023-02-01,162,81,81
Roro Labuan,2023-03-01,106,56,50
Roro Labuan,2023-04-01,189,100,89
Roro Labuan,2023-05-01,143,84,59
Roro Labuan,2023-06-01,115,54,61
Roro Labuan,2023-07-01,85,39,46
Roro Labuan,2023-08-01,216,117,99
Roro Labuan,2023-09-01,189,107,82
Roro Labuan,2023-10-01,123,83,40
Roro Labuan,2023-11-01,194,102,92
Sebana Resort Desaru,2020-01-01,0,0,0
Sebana Resort Desaru,2020-02-01,2,2,0
Sebana Resort Desaru,2020-03-01,2,1,1
Sebana Resort Desaru,2020-04-01,0,0,0
Sebana Resort Desaru,2020-05-01,0,0,0
Sebana Resort Desaru,2020-06-01,2,2,0
Sebana Resort Desaru,2020-07-01,0,0,0
Sebana Resort Desaru,2020-08-01,0,0,0
Sebana Resort Desaru,2020-09-01,0,0,0
Sebana Resort Desaru,2020-10-01,0,0,0
Sebana Resort Desaru,2020-11-01,0,0,0
Sebana Resort Desaru,2020-12-01,0,0,0
Sebana Resort Desaru,2021-01-01,0,0,0
Sebana Resort Desaru,2021-02-01,0,0,0
Sebana Resort Desaru,2021-03-01,0,0,0
Sebana Resort Desaru,2021-04-01,0,0,0
Sebana Resort Desaru,2021-05-01,0,0,0
Sebana Resort Desaru,2021-06-01,0,0,0
Sebana Resort Desaru,2021-07-01,0,0,0
Sebana Resort Desaru,2021-08-01,0,0,0
Sebana Resort Desaru,2021-09-01,0,0,0
Sebana Resort Desaru,2021-10-01,0,0,0
Sebana Resort Desaru,2021-11-01,0,0,0
Sebana Resort Desaru,2021-12-01,0,0,0
Sebana Resort Desaru,2022-01-01,0,0,0
Sebana Resort Desaru,2022-02-01,0,0,0
Sebana Resort Desaru,2022-03-01,0,0,0
Sebana Resort Desaru,2022-04-01,1,0,1
Sebana Resort Desaru,2022-05-01,0,0,0
Sebana Resort Desaru,2022-06-01,0,0,0
Sebana Resort Desaru,2022-07-01,0,0,0
Sebana Resort Desaru,2022-08-01,0,0,0
Sebana Resort Desaru,2022-09-01,0,0,0
Sebana Resort Desaru,2022-10-01,0,0,0
Sebana Resort Desaru,2022-11-01,0,0,0
Sebana Resort Desaru,2022-12-01,0,0,0
Sebana Resort Desaru,2023-01-01,0,0,0
Sebana Resort Desaru,2023-02-01,0,0,0
Sebana Resort Desaru,2023-03-01,0,0,0
Sebana Resort Desaru,2023-04-01,0,0,0
Sebana Resort Desaru,2023-05-01,0,0,0
Sebana Resort Desaru,2023-06-01,0,0,0
Sebana Resort Desaru,2023-07-01,0,0,0
Sebana Resort Desaru,2023-08-01,0,0,0
Sebana Resort Desaru,2023-09-01,0,0,0
Sebana Resort Desaru,2023-10-01,0,0,0
Sebana Resort Desaru,2023-11-01,0,0,0
Sindumin,2020-01-01,0,0,0
Sindumin,2020-02-01,0,0,0
Sindumin,2020-03-01,3,2,1
Sindumin,2020-04-01,0,0,0
Sindumin,2020-05-01,0,0,0
Sindumin,2020-06-01,0,0,0
Sindumin,2020-07-01,0,0,0
Sindumin,2020-08-01,0,0,0
Sindumin,2020-09-01,0,0,0
Sindumin,2020-10-01,0,0,0
Sindumin,2020-11-01,0,0,0
Sindumin,2020-12-01,0,0,0
Sindumin,2021-01-01,0,0,0
Sindumin,2021-02-01,0,0,0
Sindumin,2021-03-01,0,0,0
Sindumin,2021-04-01,0,0,0
Sindumin,2021-05-01,0,0,0
Sindumin,2021-06-01,0,0,0
Sindumin,2021-07-01,0,0,0
Sindumin,2021-08-01,0,0,0
Sindumin,2021-09-01,0,0,0
Sindumin,2021-10-01,0,0,0
Sindumin,2021-11-01,0,0,0
Sindumin,2021-12-01,0,0,0
Sindumin,2022-01-01,0,0,0
Sindumin,2022-02-01,0,0,0
Sindumin,2022-03-01,0,0,0
Sindumin,2022-04-01,0,0,0
Sindumin,2022-05-01,0,0,0
Sindumin,2022-06-01,0,0,0
Sindumin,2022-07-01,0,0,0
Sindumin,2022-08-01,0,0,0
Sindumin,2022-09-01,0,0,0
Sindumin,2022-10-01,1,1,0
Sindumin,2022-11-01,1,1,0
Sindumin,2022-12-01,5,2,3
Sindumin,2023-01-01,1,0,1
Sindumin,2023-02-01,0,0,0
Sindumin,2023-03-01,0,0,0
Sindumin,2023-04-01,1,0,1
Sindumin,2023-05-01,1,0,1
Sindumin,2023-06-01,7,3,4
Sindumin,2023-07-01,6,3,3
Sindumin,2023-08-01,0,0,0
Sindumin,2023-09-01,0,0,0
Sindumin,2023-10-01,0,0,0
Sindumin,2023-11-01,0,0,0
Stulang Laut,2020-01-01,37776,19329,18447
Stulang Laut,2020-02-01,28045,15077,12968
Stulang Laut,2020-03-01,15915,8722,7193
Stulang Laut,2020-04-01,25,8,17
Stulang Laut,2020-05-01,5,3,2
Stulang Laut,2020-06-01,26,8,18
Stulang Laut,2020-07-01,93,49,44
Stulang Laut,2020-08-01,39,23,16
Stulang Laut,2020-09-01,22,18,4
Stulang Laut,2020-10-01,25,22,3
Stulang Laut,2020-11-01,18,4,14
Stulang Laut,2020-12-01,39,13,26
Stulang Laut,2021-01-01,31,12,19
Stulang Laut,2021-02-01,50,18,32
Stulang Laut,2021-03-01,67,34,33
Stulang Laut,2021-04-01,77,36,41
Stulang Laut,2021-05-01,36,25,11
Stulang Laut,2021-06-01,16,13,3
Stulang Laut,2021-07-01,41,33,8
Stulang Laut,2021-08-01,40,31,9
Stulang Laut,2021-09-01,25,16,9
Stulang Laut,2021-10-01,24,16,8
Stulang Laut,2021-11-01,139,85,54
Stulang Laut,2021-12-01,121,72,49
Stulang Laut,2022-01-01,162,95,67
Stulang Laut,2022-02-01,152,68,84
Stulang Laut,2022-03-01,181,95,86
Stulang Laut,2022-04-01,3506,1528,1978
Stulang Laut,2022-05-01,6540,3370,3170
Stulang Laut,2022-06-01,16692,8752,7940
Stulang Laut,2022-07-01,22291,11186,11105
Stulang Laut,2022-08-01,20191,10464,9727
Stulang Laut,2022-09-01,18103,9075,9028
Stulang Laut,2022-10-01,21340,10960,10380
Stulang Laut,2022-11-01,18422,9278,9144
Stulang Laut,2022-12-01,26890,12599,14291
Stulang Laut,2023-01-01,22183,10559,11624
Stulang Laut,2023-02-01,20640,9848,10792
Stulang Laut,2023-03-01,23759,11566,12193
Stulang Laut,2023-04-01,23065,10344,12721
Stulang Laut,2023-05-01,21257,10345,10912
Stulang Laut,2023-06-01,25921,12414,13507
Stulang Laut,2023-07-01,26567,13062,13505
Stulang Laut,2023-08-01,24750,12510,12240
Stulang Laut,2023-09-01,25077,12418,12659
Stulang Laut,2023-10-01,24826,11986,12840
Stulang Laut,2023-11-01,22570,10623,11947
Sungai Tujuh,2020-01-01,65992,36698,29294
Sungai Tujuh,2020-02-01,44236,26247,17989
Sungai Tujuh,2020-03-01,21054,12624,8430
Sungai Tujuh,2020-04-01,157,155,2
Sungai Tujuh,2020-05-01,186,179,7
Sungai Tujuh,2020-06-01,342,329,13
Sungai Tujuh,2020-07-01,425,397,28
Sungai Tujuh,2020-08-01,350,330,20
Sungai Tujuh,2020-09-01,373,355,18
Sungai Tujuh,2020-10-01,340,327,13
Sungai Tujuh,2020-11-01,389,378,11
Sungai Tujuh,2020-12-01,412,400,12
Sungai Tujuh,2021-01-01,412,408,4
Sungai Tujuh,2021-02-01,317,313,4
Sungai Tujuh,2021-03-01,441,440,1
Sungai Tujuh,2021-04-01,406,402,4
Sungai Tujuh,2021-05-01,315,308,7
Sungai Tujuh,2021-06-01,340,336,4
Sungai Tujuh,2021-07-01,358,352,6
Sungai Tujuh,2021-08-01,211,207,4
Sungai Tujuh,2021-09-01,155,155,0
Sungai Tujuh,2021-10-01,178,177,1
Sungai Tujuh,2021-11-01,207,205,2
Sungai Tujuh,2021-12-01,118,114,4
Sungai Tujuh,2022-01-01,287,285,2
Sungai Tujuh,2022-02-01,171,168,3
Sungai Tujuh,2022-03-01,285,281,4
Sungai Tujuh,2022-04-01,386,363,23
Sungai Tujuh,2022-05-01,375,337,38
Sungai Tujuh,2022-06-01,776,605,171
Sungai Tujuh,2022-07-01,4562,2622,1940
Sungai Tujuh,2022-08-01,22493,12473,10020
Sungai Tujuh,2022-09-01,33944,18131,15813
Sungai Tujuh,2022-10-01,35887,19120,16767
Sungai Tujuh,2022-11-01,39670,21140,18530
Sungai Tujuh,2022-12-01,65412,33980,31432
Sungai Tujuh,2023-01-01,50892,27166,23726
Sungai Tujuh,2023-02-01,47879,25927,21952
Sungai Tujuh,2023-03-01,53450,28836,24614
Sungai Tujuh,2023-04-01,56202,29861,26341
Sungai Tujuh,2023-05-01,45904,25394,20510
Sungai Tujuh,2023-06-01,27521,15116,12405
Sungai Tujuh,2023-07-01,38186,20736,17450
Sungai Tujuh,2023-08-01,17882,9983,7899
Sungai Tujuh,2023-09-01,17355,9900,7455
Sungai Tujuh,2023-10-01,21461,12123,9338
Sungai Tujuh,2023-11-01,20818,11679,9139
Tanjung Belungkor,2020-01-01,1572,858,714
Tanjung Belungkor,2020-02-01,754,443,311
Tanjung Belungkor,2020-03-01,521,323,198
Tanjung Belungkor,2020-04-01,0,0,0
Tanjung Belungkor,2020-05-01,0,0,0
Tanjung Belungkor,2020-06-01,0,0,0
Tanjung Belungkor,2020-07-01,0,0,0
Tanjung Belungkor,2020-08-01,0,0,0
Tanjung Belungkor,2020-09-01,0,0,0
Tanjung Belungkor,2020-10-01,0,0,0
Tanjung Belungkor,2020-11-01,0,0,0
Tanjung Belungkor,2020-12-01,0,0,0
Tanjung Belungkor,2021-01-01,0,0,0
Tanjung Belungkor,2021-02-01,0,0,0
Tanjung Belungkor,2021-03-01,0,0,0
Tanjung Belungkor,2021-04-01,0,0,0
Tanjung Belungkor,2021-05-01,0,0,0
Tanjung Belungkor,2021-06-01,0,0,0
Tanjung Belungkor,2021-07-01,0,0,0
Tanjung Belungkor,2021-08-01,0,0,0
Tanjung Belungkor,2021-09-01,0,0,0
Tanjung Belungkor,2021-10-01,0,0,0
Tanjung Belungkor,2021-11-01,0,0,0
Tanjung Belungkor,2021-12-01,0,0,0
Tanjung Belungkor,2022-01-01,0,0,0
Tanjung Belungkor,2022-02-01,0,0,0
Tanjung Belungkor,2022-03-01,0,0,0
Tanjung Belungkor,2022-04-01,0,0,0
Tanjung Belungkor,2022-05-01,0,0,0
Tanjung Belungkor,2022-06-01,0,0,0
Tanjung Belungkor,2022-07-01,0,0,0
Tanjung Belungkor,2022-08-01,0,0,0
Tanjung Belungkor,2022-09-01,0,0,0
Tanjung Belungkor,2022-10-01,0,0,0
Tanjung Belungkor,2022-11-01,0,0,0
Tanjung Belungkor,2022-12-01,0,0,0
Tanjung Belungkor,2023-01-01,0,0,0
Tanjung Belungkor,2023-02-01,0,0,0
Tanjung Belungkor,2023-03-01,0,0,0
Tanjung Belungkor,2023-04-01,0,0,0
Tanjung Belungkor,2023-05-01,0,0,0
Tanjung Belungkor,2023-06-01,0,0,0
Tanjung Belungkor,2023-07-01,0,0,0
Tanjung Belungkor,2023-08-01,0,0,0
Tanjung Belungkor,2023-09-01,0,0,0
Tanjung Belungkor,2023-10-01,0,0,0
Tanjung Belungkor,2023-11-01,0,0,0
Tanjung Lembung,2020-01-01,54,32,22
Tanjung Lembung,2020-02-01,9,5,4
Tanjung Lembung,2020-03-01,0,0,0
Tanjung Lembung,2020-04-01,0,0,0
Tanjung Lembung,2020-05-01,0,0,0
Tanjung Lembung,2020-06-01,0,0,0
Tanjung Lembung,2020-07-01,0,0,0
Tanjung Lembung,2020-08-01,0,0,0
Tanjung Lembung,2020-09-01,0,0,0
Tanjung Lembung,2020-10-01,0,0,0
Tanjung Lembung,2020-11-01,0,0,0
Tanjung Lembung,2020-12-01,0,0,0
Tanjung Lembung,2021-01-01,0,0,0
Tanjung Lembung,2021-02-01,0,0,0
Tanjung Lembung,2021-03-01,0,0,0
Tanjung Lembung,2021-04-01,0,0,0
Tanjung Lembung,2021-05-01,0,0,0
Tanjung Lembung,2021-06-01,0,0,0
Tanjung Lembung,2021-07-01,0,0,0
Tanjung Lembung,2021-08-01,0,0,0
Tanjung Lembung,2021-09-01,0,0,0
Tanjung Lembung,2021-10-01,0,0,0
Tanjung Lembung,2021-11-01,0,0,0
Tanjung Lembung,2021-12-01,0,0,0
Tanjung Lembung,2022-01-01,0,0,0
Tanjung Lembung,2022-02-01,0,0,0
Tanjung Lembung,2022-03-01,0,0,0
Tanjung Lembung,2022-04-01,0,0,0
Tanjung Lembung,2022-05-01,0,0,0
Tanjung Lembung,2022-06-01,0,0,0
Tanjung Lembung,2022-07-01,0,0,0
Tanjung Lembung,2022-08-01,0,0,0
Tanjung Lembung,2022-09-01,0,0,0
Tanjung Lembung,2022-10-01,0,0,0
Tanjung Lembung,2022-11-01,2,2,0
Tanjung Lembung,2022-12-01,4,2,2
Tanjung Lembung,2023-01-01,2,1,1
Tanjung Lembung,2023-02-01,6,3,3
Tanjung Lembung,2023-03-01,2,2,0
Tanjung Lembung,2023-04-01,1,1,0
Tanjung Lembung,2023-05-01,4,1,3
Tanjung Lembung,2023-06-01,0,0,0
Tanjung Lembung,2023-07-01,1,1,0
Tanjung Lembung,2023-08-01,0,0,0
Tanjung Lembung,2023-09-01,0,0,0
Tanjung Lembung,2023-10-01,0,0,0
Tanjung Lembung,2023-11-01,19,13,6
Tanjung Pengelih,2020-01-01,4256,2646,1610
Tanjung Pengelih,2020-02-01,3088,2126,962
Tanjung Pengelih,2020-03-01,1337,946,391
Tanjung Pengelih,2020-04-01,13,13,0
Tanjung Pengelih,2020-05-01,12,12,0
Tanjung Pengelih,2020-06-01,2,2,0
Tanjung Pengelih,2020-07-01,6,6,0
Tanjung Pengelih,2020-08-01,0,0,0
Tanjung Pengelih,2020-09-01,0,0,0
Tanjung Pengelih,2020-10-01,0,0,0
Tanjung Pengelih,2020-11-01,0,0,0
Tanjung Pengelih,2020-12-01,0,0,0
Tanjung Pengelih,2021-01-01,0,0,0
Tanjung Pengelih,2021-02-01,0,0,0
Tanjung Pengelih,2021-03-01,0,0,0
Tanjung Pengelih,2021-04-01,0,0,0
Tanjung Pengelih,2021-05-01,0,0,0
Tanjung Pengelih,2021-06-01,0,0,0
Tanjung Pengelih,2021-07-01,0,0,0
Tanjung Pengelih,2021-08-01,0,0,0
Tanjung Pengelih,2021-09-01,1,1,0
Tanjung Pengelih,2021-10-01,0,0,0
Tanjung Pengelih,2021-11-01,0,0,0
Tanjung Pengelih,2021-12-01,0,0,0
Tanjung Pengelih,2022-01-01,0,0,0
Tanjung Pengelih,2022-02-01,0,0,0
Tanjung Pengelih,2022-03-01,0,0,0
Tanjung Pengelih,2022-04-01,1,1,0
Tanjung Pengelih,2022-05-01,3446,2077,1369
Tanjung Pengelih,2022-06-01,6230,4012,2218
Tanjung Pengelih,2022-07-01,5413,3669,1744
Tanjung Pengelih,2022-08-01,4884,3361,1523
Tanjung Pengelih,2022-09-01,2309,1478,831
Tanjung Pengelih,2022-10-01,1687,1159,528
Tanjung Pengelih,2022-11-01,3777,2527,1250
Tanjung Pengelih,2022-12-01,4644,2485,2159
Tanjung Pengelih,2023-01-01,2607,1298,1309
Tanjung Pengelih,2023-02-01,687,390,297
Tanjung Pengelih,2023-03-01,1355,793,562
Tanjung Pengelih,2023-04-01,981,519,462
Tanjung Pengelih,2023-05-01,706,377,329
Tanjung Pengelih,2023-06-01,1016,552,464
Tanjung Pengelih,2023-07-01,1160,578,582
Tanjung Pengelih,2023-08-01,553,293,260
Tanjung Pengelih,2023-09-01,641,322,319
Tanjung Pengelih,2023-10-01,711,392,319
Tanjung Pengelih,2023-11-01,680,346,334
Tebedu,2020-01-01,17189,10024,7165
Tebedu,2020-02-01,8428,5275,3153
Tebedu,2020-03-01,5241,3287,1954
Tebedu,2020-04-01,1,1,0
Tebedu,2020-05-01,6,2,4
Tebedu,2020-06-01,19,13,6
Tebedu,2020-07-01,147,127,20
Tebedu,2020-08-01,87,54,33
Tebedu,2020-09-01,74,42,32
Tebedu,2020-10-01,22,11,11
Tebedu,2020-11-01,0,0,0
Tebedu,2020-12-01,6,4,2
Tebedu,2021-01-01,11,7,4
Tebedu,2021-02-01,3,2,1
Tebedu,2021-03-01,6,6,0
Tebedu,2021-04-01,31,31,0
Tebedu,2021-05-01,1,0,1
Tebedu,2021-06-01,8,6,2
Tebedu,2021-07-01,12,11,1
Tebedu,2021-08-01,9,6,3
Tebedu,2021-09-01,8,5,3
Tebedu,2021-10-01,4,3,1
Tebedu,2021-11-01,19,13,6
Tebedu,2021-12-01,36,29,7
Tebedu,2022-01-01,57,38,19
Tebedu,2022-02-01,28,21,7
Tebedu,2022-03-01,46,35,11
Tebedu,2022-04-01,909,539,370
Tebedu,2022-05-01,5293,3291,2002
Tebedu,2022-06-01,11520,6904,4616
Tebedu,2022-07-01,13866,7795,6071
Tebedu,2022-08-01,11315,6181,5134
Tebedu,2022-09-01,11159,5939,5220
Tebedu,2022-10-01,12921,7216,5705
Tebedu,2022-11-01,14433,7811,6622
Tebedu,2022-12-01,19928,9316,10612
Tebedu,2023-01-01,21605,11392,10213
Tebedu,2023-02-01,17391,9176,8215
Tebedu,2023-03-01,18030,9517,8513
Tebedu,2023-04-01,23410,11163,12247
Tebedu,2023-05-01,23479,13391,10088
Tebedu,2023-06-01,19604,9385,10219
Tebedu,2023-07-01,19119,9468,9651
Tebedu,2023-08-01,16403,8807,7596
Tebedu,2023-09-01,19315,10104,9211
Tebedu,2023-10-01,19109,10022,9087
Tebedu,2023-11-01,18885,9918,8967
Tedungan,2020-01-01,10987,6540,4447
Tedungan,2020-02-01,8145,4942,3203
Tedungan,2020-03-01,5870,3557,2313
Tedungan,2020-04-01,32,9,23
Tedungan,2020-05-01,19,15,4
Tedungan,2020-06-01,241,234,7
Tedungan,2020-07-01,182,172,10
Tedungan,2020-08-01,118,115,3
Tedungan,2020-09-01,24,18,6
Tedungan,2020-10-01,41,41,0
Tedungan,2020-11-01,104,104,0
Tedungan,2020-12-01,25,24,1
Tedungan,2021-01-01,15,14,1
Tedungan,2021-02-01,99,97,2
Tedungan,2021-03-01,226,211,15
Tedungan,2021-04-01,187,176,11
Tedungan,2021-05-01,143,142,1
Tedungan,2021-06-01,91,91,0
Tedungan,2021-07-01,110,110,0
Tedungan,2021-08-01,95,95,0
Tedungan,2021-09-01,35,35,0
Tedungan,2021-10-01,18,18,0
Tedungan,2021-11-01,74,74,0
Tedungan,2021-12-01,66,61,5
Tedungan,2022-01-01,186,175,11
Tedungan,2022-02-01,143,134,9
Tedungan,2022-03-01,113,113,0
Tedungan,2022-04-01,224,221,3
Tedungan,2022-05-01,238,216,22
Tedungan,2022-06-01,367,313,54
Tedungan,2022-07-01,427,262,165
Tedungan,2022-08-01,2673,1567,1106
Tedungan,2022-09-01,5231,3000,2231
