poe,date,arrivals,arrivals_male,arrivals_female
Bangunan Sultan Iskandar,2020-01-01,968359,561605,406754
Bangunan Sultan Iskandar,2020-02-01,720600,451208,269392
Bangunan Sultan Iskandar,2020-03-01,449425,277764,171661
Bangunan Sultan Iskandar,2020-04-01,177,152,25
Bangunan Sultan Iskandar,2020-05-01,148,137,11
Bangunan Sultan Iskandar,2020-06-01,199,179,20
Bangunan Sultan Iskandar,2020-07-01,329,269,60
Bangunan Sultan Iskandar,2020-08-01,485,439,46
Bangunan Sultan Iskandar,2020-09-01,758,684,74
Bangunan Sultan Iskandar,2020-10-01,782,702,80
Bangunan Sultan Iskandar,2020-11-01,616,558,58
Bangunan Sultan Iskandar,2020-12-01,559,488,71
Bangunan Sultan Iskandar,2021-01-01,393,348,45
Bangunan Sultan Iskandar,2021-02-01,332,284,48
Bangunan Sultan Iskandar,2021-03-01,413,368,45
Bangunan Sultan Iskandar,2021-04-01,302,269,33
Bangunan Sultan Iskandar,2021-05-01,177,160,17
Bangunan Sultan Iskandar,2021-06-01,52,39,13
Bangunan Sultan Iskandar,2021-07-01,104,80,24
Bangunan Sultan Iskandar,2021-08-01,84,64,20
Bangunan Sultan Iskandar,2021-09-01,109,92,17
Bangunan Sultan Iskandar,2021-10-01,200,165,35
Bangunan Sultan Iskandar,2021-11-01,288,202,86
Bangunan Sultan Iskandar,2021-12-01,2780,1546,1234
Bangunan Sultan Iskandar,2022-01-01,3465,2040,1425
Bangunan Sultan Iskandar,2022-02-01,2425,1427,998
Bangunan Sultan Iskandar,2022-03-01,7233,4024,3209
Bangunan Sultan Iskandar,2022-04-01,310984,195523,115461
Bangunan Sultan Iskandar,2022-05-01,487576,301154,186422
Bangunan Sultan Iskandar,2022-06-01,540638,319547,221091
Bangunan Sultan Iskandar,2022-07-01,681377,407318,274059
Bangunan Sultan Iskandar,2022-08-01,685203,407367,277836
Bangunan Sultan Iskandar,2022-09-01,705760,408990,296770
Bangunan Sultan Iskandar,2022-10-01,708965,410588,298377
Bangunan Sultan Iskandar,2022-11-01,735820,423995,311825
Bangunan Sultan Iskandar,2022-12-01,812808,445132,367676
Bangunan Sultan Iskandar,2023-01-01,753379,432889,320490
Bangunan Sultan Iskandar,2023-02-01,687041,402640,284401
Bangunan Sultan Iskandar,2023-03-01,784461,446810,337651
Bangunan Sultan Iskandar,2023-04-01,762581,436497,326084
Bangunan Sultan Iskandar,2023-05-01,795362,463157,332205
Bangunan Sultan Iskandar,2023-06-01,879538,491365,388173
Bangunan Sultan Iskandar,2023-07-01,959426,541878,417548
Bangunan Sultan Iskandar,2023-08-01,977271,559067,418204
Bangunan Sultan Iskandar,2023-09-01,1021527,574790,446737
Bangunan Sultan Iskandar,2023-10-01,1035435,591364,444071
Bangunan Sultan Iskandar,2023-11-01,965509,543125,422384
Batu Lintang,2020-01-01,1,1,0
Batu Lintang,2020-02-01,0,0,0
Batu Lintang,2020-03-01,0,0,0
Batu Lintang,2020-04-01,0,0,0
Batu Lintang,2020-05-01,0,0,0
Batu Lintang,2020-06-01,0,0,0
Batu Lintang,2020-07-01,0,0,0
Batu Lintang,2020-08-01,0,0,0
Batu Lintang,2020-09-01,0,0,0
Batu Lintang,2020-10-01,0,0,0
Batu Lintang,2020-11-01,0,0,0
Batu Lintang,2020-12-01,0,0,0
Batu Lintang,2021-01-01,0,0,0
Batu Lintang,2021-02-01,0,0,0
Batu Lintang,2021-03-01,0,0,0
Batu Lintang,2021-04-01,0,0,0
Batu Lintang,2021-05-01,0,0,0
Batu Lintang,2021-06-01,0,0,0
Batu Lintang,2021-07-01,0,0,0
Batu Lintang,2021-08-01,0,0,0
Batu Lintang,2021-09-01,0,0,0
Batu Lintang,2021-10-01,0,0,0
Batu Lintang,2021-11-01,0,0,0
Batu Lintang,2021-12-01,0,0,0
Batu Lintang,2022-01-01,0,0,0
Batu Lintang,2022-02-01,0,0,0
Batu Lintang,2022-03-01,0,0,0
Batu Lintang,2022-04-01,0,0,0
Batu Lintang,2022-05-01,0,0,0
Batu Lintang,2022-06-01,0,0,0
Batu Lintang,2022-07-01,0,0,0
Batu Lintang,2022-08-01,0,0,0
Batu Lintang,2022-09-01,0,0,0
Batu Lintang,2022-10-01,0,0,0
Batu Lintang,2022-11-01,0,0,0
Batu Lintang,2022-12-01,0,0,0
Batu Lintang,2023-01-01,0,0,0
Batu Lintang,2023-02-01,0,0,0
Batu Lintang,2023-03-01,0,0,0
Batu Lintang,2023-04-01,0,0,0
Batu Lintang,2023-05-01,0,0,0
Batu Lintang,2023-06-01,0,0,0
Batu Lintang,2023-07-01,0,0,0
Batu Lintang,2023-08-01,0,0,0
Batu Lintang,2023-09-01,0,0,0
Batu Lintang,2023-10-01,0,0,0
Batu Lintang,2023-11-01,0,0,0
Biawak,2020-01-01,13464,8908,4556
Biawak,2020-02-01,10315,6720,3595
Biawak,2020-03-01,4191,2714,1477
Biawak,2020-04-01,4,0,4
Biawak,2020-05-01,4,3,1
Biawak,2020-06-01,72,65,7
Biawak,2020-07-01,218,204,14
Biawak,2020-08-01,123,114,9
Biawak,2020-09-01,39,39,0
Biawak,2020-10-01,11,7,4
Biawak,2020-11-01,0,0,0
Biawak,2020-12-01,0,0,0
Biawak,2021-01-01,0,0,0
Biawak,2021-02-01,0,0,0
Biawak,2021-03-01,1,1,0
Biawak,2021-04-01,2,1,1
Biawak,2021-05-01,0,0,0
Biawak,2021-06-01,1,1,0
Biawak,2021-07-01,4,2,2
Biawak,2021-08-01,1,1,0
Biawak,2021-09-01,3,1,2
Biawak,2021-10-01,1,0,1
Biawak,2021-11-01,71,67,4
Biawak,2021-12-01,5,3,2
Biawak,2022-01-01,3,2,1
Biawak,2022-02-01,3,1,2
Biawak,2022-03-01,10,3,7
Biawak,2022-04-01,402,213,189
Biawak,2022-05-01,6864,4819,2045
Biawak,2022-06-01,11212,7232,3980
Biawak,2022-07-01,9173,5651,3522
Biawak,2022-08-01,10158,6156,4002
Biawak,2022-09-01,11496,7152,4344
Biawak,2022-10-01,10413,6311,4102
Biawak,2022-11-01,9318,5573,3745
Biawak,2022-12-01,12312,6424,5888
Biawak,2023-01-01,12244,6860,5384
Biawak,2023-02-01,11778,6623,5155
Biawak,2023-03-01,9719,5414,4305
Biawak,2023-04-01,10626,5496,5130
Biawak,2023-05-01,16249,10761,5488
Biawak,2023-06-01,7418,3823,3595
Biawak,2023-07-01,8681,4618,4063
Biawak,2023-08-01,8031,4358,3673
Biawak,2023-09-01,9653,5208,4445
Biawak,2023-10-01,7871,4457,3414
Biawak,2023-11-01,8904,5196,3708
Bukit Kayu Hitam,2020-01-01,51297,17697,33600
Bukit Kayu Hitam,2020-02-01,41245,13504,27741
Bukit Kayu Hitam,2020-03-01,25526,10131,15395
Bukit Kayu Hitam,2020-04-01,13837,13161,676
Bukit Kayu Hitam,2020-05-01,12920,12107,813
Bukit Kayu Hitam,2020-06-01,11741,10999,742
Bukit Kayu Hitam,2020-07-01,10019,9348,671
Bukit Kayu Hitam,2020-08-01,10339,9527,812
Bukit Kayu Hitam,2020-09-01,9295,8594,701
Bukit Kayu Hitam,2020-10-01,9606,8867,739
Bukit Kayu Hitam,2020-11-01,10592,9806,786
Bukit Kayu Hitam,2020-12-01,14207,13895,312
Bukit Kayu Hitam,2021-01-01,17928,17913,15
Bukit Kayu Hitam,2021-02-01,16131,16088,43
Bukit Kayu Hitam,2021-03-01,19205,19153,52
Bukit Kayu Hitam,2021-04-01,17848,17808,40
Bukit Kayu Hitam,2021-05-01,18424,18381,43
Bukit Kayu Hitam,2021-06-01,16889,16845,44
Bukit Kayu Hitam,2021-07-01,17475,17439,36
Bukit Kayu Hitam,2021-08-01,16343,16303,40
Bukit Kayu Hitam,2021-09-01,18833,18787,46
Bukit Kayu Hitam,2021-10-01,19380,19341,39
Bukit Kayu Hitam,2021-11-01,18313,18253,60
Bukit Kayu Hitam,2021-12-01,18120,18067,53
Bukit Kayu Hitam,2022-01-01,18294,18249,45
Bukit Kayu Hitam,2022-02-01,16549,16497,52
Bukit Kayu Hitam,2022-03-01,19834,19770,64
Bukit Kayu Hitam,2022-04-01,19998,17913,2085
Bukit Kayu Hitam,2022-05-01,29206,21543,7663
Bukit Kayu Hitam,2022-06-01,38847,25872,12975
Bukit Kayu Hitam,2022-07-01,47508,28183,19325
Bukit Kayu Hitam,2022-08-01,40950,27703,13247
Bukit Kayu Hitam,2022-09-01,45310,26461,18849
Bukit Kayu Hitam,2022-10-01,61986,35064,26922
Bukit Kayu Hitam,2022-11-01,60643,35912,24731
Bukit Kayu Hitam,2022-12-01,59771,33779,25992
Bukit Kayu Hitam,2023-01-01,65606,37519,28087
Bukit Kayu Hitam,2023-02-01,63935,37256,26679
Bukit Kayu Hitam,2023-03-01,80393,46390,34003
Bukit Kayu Hitam,2023-04-01,65526,35164,30362
Bukit Kayu Hitam,2023-05-01,71996,39424,32572
Bukit Kayu Hitam,2023-06-01,61832,34273,27559
Bukit Kayu Hitam,2023-07-01,72387,40642,31745
Bukit Kayu Hitam,2023-08-01,65403,37212,28191
Bukit Kayu Hitam,2023-09-01,76050,44801,31249
Bukit Kayu Hitam,2023-10-01,87601,50257,37344
Bukit Kayu Hitam,2023-11-01,73997,43292,30705
Bunan Gega,2020-01-01,28,21,7
Bunan Gega,2020-02-01,29,7,22
Bunan Gega,2020-03-01,6,5,1
Bunan Gega,2020-04-01,0,0,0
Bunan Gega,2020-05-01,0,0,0
Bunan Gega,2020-06-01,0,0,0
Bunan Gega,2020-07-01,0,0,0
Bunan Gega,2020-08-01,0,0,0
Bunan Gega,2020-09-01,0,0,0
Bunan Gega,2020-10-01,0,0,0
Bunan Gega,2020-11-01,0,0,0
Bunan Gega,2020-12-01,0,0,0
Bunan Gega,2021-01-01,0,0,0
Bunan Gega,2021-02-01,0,0,0
Bunan Gega,2021-03-01,0,0,0
Bunan Gega,2021-04-01,0,0,0
Bunan Gega,2021-05-01,0,0,0
Bunan Gega,2021-06-01,0,0,0
Bunan Gega,2021-07-01,0,0,0
Bunan Gega,2021-08-01,0,0,0
Bunan Gega,2021-09-01,0,0,0
Bunan Gega,2021-10-01,0,0,0
Bunan Gega,2021-11-01,0,0,0
Bunan Gega,2021-12-01,0,0,0
Bunan Gega,2022-01-01,0,0,0
Bunan Gega,2022-02-01,0,0,0
Bunan Gega,2022-03-01,0,0,0
Bunan Gega,2022-04-01,0,0,0
Bunan Gega,2022-05-01,0,0,0
Bunan Gega,2022-06-01,0,0,0
Bunan Gega,2022-07-01,0,0,0
Bunan Gega,2022-08-01,0,0,0
Bunan Gega,2022-09-01,0,0,0
Bunan Gega,2022-10-01,0,0,0
Bunan Gega,2022-11-01,0,0,0
Bunan Gega,2022-12-01,0,0,0
Bunan Gega,2023-01-01,0,0,0
Bunan Gega,2023-02-01,0,0,0
Bunan Gega,2023-03-01,0,0,0
Bunan Gega,2023-04-01,0,0,0
Bunan Gega,2023-05-01,0,0,0
Bunan Gega,2023-06-01,0,0,0
Bunan Gega,2023-07-01,0,0,0
Bunan Gega,2023-08-01,0,0,0
Bunan Gega,2023-09-01,0,0,0
Bunan Gega,2023-10-01,0,0,0
Bunan Gega,2023-11-01,0,0,0
Dermaga Bintulu,2020-01-01,1,1,0
Dermaga Bintulu,2020-02-01,9,9,0
Dermaga Bintulu,2020-03-01,0,0,0
Dermaga Bintulu,2020-04-01,0,0,0
Dermaga Bintulu,2020-05-01,0,0,0
Dermaga Bintulu,2020-06-01,0,0,0
Dermaga Bintulu,2020-07-01,0,0,0
Dermaga Bintulu,2020-08-01,0,0,0
Dermaga Bintulu,2020-09-01,3,3,0
Dermaga Bintulu,2020-10-01,0,0,0
Dermaga Bintulu,2020-11-01,0,0,0
Dermaga Bintulu,2020-12-01,0,0,0
Dermaga Bintulu,2021-01-01,0,0,0
Dermaga Bintulu,2021-02-01,0,0,0
Dermaga Bintulu,2021-03-01,0,0,0
Dermaga Bintulu,2021-04-01,0,0,0
Dermaga Bintulu,2021-05-01,0,0,0
Dermaga Bintulu,2021-06-01,0,0,0
Dermaga Bintulu,2021-07-01,0,0,0
Dermaga Bintulu,2021-08-01,0,0,0
Dermaga Bintulu,2021-09-01,0,0,0
Dermaga Bintulu,2021-10-01,0,0,0
Dermaga Bintulu,2021-11-01,0,0,0
Dermaga Bintulu,2021-12-01,0,0,0
Dermaga Bintulu,2022-01-01,0,0,0
Dermaga Bintulu,2022-02-01,0,0,0
Dermaga Bintulu,2022-03-01,0,0,0
Dermaga Bintulu,2022-04-01,0,0,0
Dermaga Bintulu,2022-05-01,0,0,0
Dermaga Bintulu,2022-06-01,2,2,0
Dermaga Bintulu,2022-07-01,0,0,0
Dermaga Bintulu,2022-08-01,0,0,0
Dermaga Bintulu,2022-09-01,0,0,0
Dermaga Bintulu,2022-10-01,5,5,0
Dermaga Bintulu,2022-11-01,0,0,0
Dermaga Bintulu,2022-12-01,2,2,0
Dermaga Bintulu,2023-01-01,1,1,0
Dermaga Bintulu,2023-02-01,1,1,0
Dermaga Bintulu,2023-03-01,0,0,0
Dermaga Bintulu,2023-04-01,0,0,0
Dermaga Bintulu,2023-05-01,2,2,0
Dermaga Bintulu,2023-06-01,2,2,0
Dermaga Bintulu,2023-07-01,1,1,0
Dermaga Bintulu,2023-08-01,1,1,0
Dermaga Bintulu,2023-09-01,0,0,0
Dermaga Bintulu,2023-10-01,0,0,0
Dermaga Bintulu,2023-11-01,0,0,0
Dermaga Kastam Limbang,2020-01-01,0,0,0
Dermaga Kastam Limbang,2020-02-01,4,1,3
Dermaga Kastam Limbang,2020-03-01,3,0,3
Dermaga Kastam Limbang,2020-04-01,0,0,0
Dermaga Kastam Limbang,2020-05-01,0,0,0
Dermaga Kastam Limbang,2020-06-01,0,0,0
Dermaga Kastam Limbang,2020-07-01,0,0,0
Dermaga Kastam Limbang,2020-08-01,0,0,0
Dermaga Kastam Limbang,2020-09-01,0,0,0
Dermaga Kastam Limbang,2020-10-01,0,0,0
Dermaga Kastam Limbang,2020-11-01,0,0,0
Dermaga Kastam Limbang,2020-12-01,0,0,0
Dermaga Kastam Limbang,2021-01-01,0,0,0
Dermaga Kastam Limbang,2021-02-01,0,0,0
Dermaga Kastam Limbang,2021-03-01,0,0,0
Dermaga Kastam Limbang,2021-04-01,0,0,0
Dermaga Kastam Limbang,2021-05-01,0,0,0
Dermaga Kastam Limbang,2021-06-01,0,0,0
Dermaga Kastam Limbang,2021-07-01,0,0,0
Dermaga Kastam Limbang,2021-08-01,0,0,0
Dermaga Kastam Limbang,2021-09-01,0,0,0
Dermaga Kastam Limbang,2021-10-01,0,0,0
Dermaga Kastam Limbang,2021-11-01,0,0,0
Dermaga Kastam Limbang,2021-12-01,0,0,0
Dermaga Kastam Limbang,2022-01-01,0,0,0
Dermaga Kastam Limbang,2022-02-01,0,0,0
Dermaga Kastam Limbang,2022-03-01,0,0,0
Dermaga Kastam Limbang,2022-04-01,0,0,0
Dermaga Kastam Limbang,2022-05-01,0,0,0
Dermaga Kastam Limbang,2022-06-01,0,0,0
Dermaga Kastam Limbang,2022-07-01,0,0,0
Dermaga Kastam Limbang,2022-08-01,0,0,0
Dermaga Kastam Limbang,2022-09-01,0,0,0
Dermaga Kastam Limbang,2022-10-01,1,1,0
Dermaga Kastam Limbang,2022-11-01,7,4,3
Dermaga Kastam Limbang,2022-12-01,0,0,0
Dermaga Kastam Limbang,2023-01-01,0,0,0
Dermaga Kastam Limbang,2023-02-01,0,0,0
Dermaga Kastam Limbang,2023-03-01,0,0,0
Dermaga Kastam Limbang,2023-04-01,0,0,0
Dermaga Kastam Limbang,2023-05-01,1,1,0
Dermaga Kastam Limbang,2023-06-01,3,1,2
Dermaga Kastam Limbang,2023-07-01,1,0,1
Dermaga Kastam Limbang,2023-08-01,0,0,0
Dermaga Kastam Limbang,2023-09-01,1,1,0
Dermaga Kastam Limbang,2023-10-01,6,5,1
Dermaga Kastam Limbang,2023-11-01,0,0,0
Dermaga Kota Kinabalu,2020-01-01,0,0,0
Dermaga Kota Kinabalu,2020-02-01,0,0,0
Dermaga Kota Kinabalu,2020-03-01,0,0,0
Dermaga Kota Kinabalu,2020-04-01,0,0,0
Dermaga Kota Kinabalu,2020-05-01,0,0,0
Dermaga Kota Kinabalu,2020-06-01,0,0,0
Dermaga Kota Kinabalu,2020-07-01,0,0,0
Dermaga Kota Kinabalu,2020-08-01,0,0,0
Dermaga Kota Kinabalu,2020-09-01,0,0,0
Dermaga Kota Kinabalu,2020-10-01,0,0,0
Dermaga Kota Kinabalu,2020-11-01,0,0,0
Dermaga Kota Kinabalu,2020-12-01,0,0,0
Dermaga Kota Kinabalu,2021-01-01,0,0,0
Dermaga Kota Kinabalu,2021-02-01,0,0,0
Dermaga Kota Kinabalu,2021-03-01,0,0,0
Dermaga Kota Kinabalu,2021-04-01,0,0,0
Dermaga Kota Kinabalu,2021-05-01,0,0,0
Dermaga Kota Kinabalu,2021-06-01,0,0,0
Dermaga Kota Kinabalu,2021-07-01,0,0,0
Dermaga Kota Kinabalu,2021-08-01,0,0,0
Dermaga Kota Kinabalu,2021-09-01,0,0,0
Dermaga Kota Kinabalu,2021-10-01,0,0,0
Dermaga Kota Kinabalu,2021-11-01,0,0,0
Dermaga Kota Kinabalu,2021-12-01,1,1,0
Dermaga Kota Kinabalu,2022-01-01,0,0,0
Dermaga Kota Kinabalu,2022-02-01,0,0,0
Dermaga Kota Kinabalu,2022-03-01,0,0,0
Dermaga Kota Kinabalu,2022-04-01,16,12,4
Dermaga Kota Kinabalu,2022-05-01,11,10,1
Dermaga Kota Kinabalu,2022-06-01,4,3,1
Dermaga Kota Kinabalu,2022-07-01,25,18,7
Dermaga Kota Kinabalu,2022-08-01,18,11,7
Dermaga Kota Kinabalu,2022-09-01,4,2,2
Dermaga Kota Kinabalu,2022-10-01,10,6,4
Dermaga Kota Kinabalu,2022-11-01,7,5,2
Dermaga Kota Kinabalu,2022-12-01,6,6,0
Dermaga Kota Kinabalu,2023-01-01,27,8,19
Dermaga Kota Kinabalu,2023-02-01,29,22,7
Dermaga Kota Kinabalu,2023-03-01,16,10,6
Dermaga Kota Kinabalu,2023-04-01,19,13,6
Dermaga Kota Kinabalu,2023-05-01,15,14,1
Dermaga Kota Kinabalu,2023-06-01,10,10,0
Dermaga Kota Kinabalu,2023-07-01,24,20,4
Dermaga Kota Kinabalu,2023-08-01,0,0,0
Dermaga Kota Kinabalu,2023-09-01,1,1,0
Dermaga Kota Kinabalu,2023-10-01,52,38,14
Dermaga Kota Kinabalu,2023-11-01,52,38,14
Dermaga Labuan,2020-01-01,2908,1876,1032
Dermaga Labuan,2020-02-01,1740,1159,581
Dermaga Labuan,2020-03-01,720,484,236
Dermaga Labuan,2020-04-01,0,0,0
Dermaga Labuan,2020-05-01,0,0,0
Dermaga Labuan,2020-06-01,0,0,0
Dermaga Labuan,2020-07-01,0,0,0
Dermaga Labuan,2020-08-01,1,0,1
Dermaga Labuan,2020-09-01,0,0,0
Dermaga Labuan,2020-10-01,0,0,0
Dermaga Labuan,2020-11-01,0,0,0
Dermaga Labuan,2020-12-01,0,0,0
Dermaga Labuan,2021-01-01,0,0,0
Dermaga Labuan,2021-02-01,0,0,0
Dermaga Labuan,2021-03-01,0,0,0
Dermaga Labuan,2021-04-01,0,0,0
Dermaga Labuan,2021-05-01,0,0,0
Dermaga Labuan,2021-06-01,0,0,0
Dermaga Labuan,2021-07-01,0,0,0
Dermaga Labuan,2021-08-01,0,0,0
Dermaga Labuan,2021-09-01,0,0,0
Dermaga Labuan,2021-10-01,0,0,0
Dermaga Labuan,2021-11-01,0,0,0
Dermaga Labuan,2021-12-01,0,0,0
Dermaga Labuan,2022-01-01,0,0,0
Dermaga Labuan,2022-02-01,0,0,0
Dermaga Labuan,2022-03-01,0,0,0
Dermaga Labuan,2022-04-01,8,3,5
Dermaga Labuan,2022-05-01,0,0,0
Dermaga Labuan,2022-06-01,0,0,0
Dermaga Labuan,2022-07-01,2,2,0
Dermaga Labuan,2022-08-01,2,2,0
Dermaga Labuan,2022-09-01,541,405,136
Dermaga Labuan,2022-10-01,916,672,244
Dermaga Labuan,2022-11-01,1024,718,306
Dermaga Labuan,2022-12-01,1657,999,658
Dermaga Labuan,2023-01-01,1473,1036,437
Dermaga Labuan,2023-02-01,1784,1196,588
Dermaga Labuan,2023-03-01,1319,922,397
Dermaga Labuan,2023-04-01,2100,1281,819
Dermaga Labuan,2023-05-01,1573,1003,570
Dermaga Labuan,2023-06-01,1451,968,483
Dermaga Labuan,2023-07-01,1275,895,380
Dermaga Labuan,2023-08-01,2072,1307,765
Dermaga Labuan,2023-09-01,1265,876,389
Dermaga Labuan,2023-10-01,1193,844,349
Dermaga Labuan,2023-11-01,1457,1006,451
Dermaga Sandakan,2020-01-01,902,545,357
Dermaga Sandakan,2020-02-01,780,516,264
Dermaga Sandakan,2020-03-01,411,322,89
Dermaga Sandakan,2020-04-01,0,0,0
Dermaga Sandakan,2020-05-01,0,0,0
Dermaga Sandakan,2020-06-01,0,0,0
Dermaga Sandakan,2020-07-01,20,3,17
Dermaga Sandakan,2020-08-01,0,0,0
Dermaga Sandakan,2020-09-01,0,0,0
Dermaga Sandakan,2020-10-01,0,0,0
Dermaga Sandakan,2020-11-01,0,0,0
Dermaga Sandakan,2020-12-01,0,0,0
Dermaga Sandakan,2021-01-01,0,0,0
Dermaga Sandakan,2021-02-01,0,0,0
Dermaga Sandakan,2021-03-01,0,0,0
Dermaga Sandakan,2021-04-01,0,0,0
Dermaga Sandakan,2021-05-01,0,0,0
Dermaga Sandakan,2021-06-01,0,0,0
Dermaga Sandakan,2021-07-01,0,0,0
Dermaga Sandakan,2021-08-01,0,0,0
Dermaga Sandakan,2021-09-01,0,0,0
Dermaga Sandakan,2021-10-01,0,0,0
Dermaga Sandakan,2021-11-01,0,0,0
Dermaga Sandakan,2021-12-01,0,0,0
Dermaga Sandakan,2022-01-01,0,0,0
Dermaga Sandakan,2022-02-01,0,0,0
Dermaga Sandakan,2022-03-01,0,0,0
Dermaga Sandakan,2022-04-01,0,0,0
Dermaga Sandakan,2022-05-01,0,0,0
Dermaga Sandakan,2022-06-01,0,0,0
Dermaga Sandakan,2022-07-01,0,0,0
Dermaga Sandakan,2022-08-01,8,8,0
Dermaga Sandakan,2022-09-01,324,241,83
Dermaga Sandakan,2022-10-01,219,151,68
Dermaga Sandakan,2022-11-01,319,196,123
Dermaga Sandakan,2022-12-01,418,258,160
Dermaga Sandakan,2023-01-01,318,237,81
Dermaga Sandakan,2023-02-01,465,309,156
Dermaga Sandakan,2023-03-01,411,296,115
Dermaga Sandakan,2023-04-01,214,134,80
Dermaga Sandakan,2023-05-01,210,141,69
Dermaga Sandakan,2023-06-01,129,85,44
Dermaga Sandakan,2023-07-01,258,190,68
Dermaga Sandakan,2023-08-01,241,168,73
Dermaga Sandakan,2023-09-01,258,202,56
Dermaga Sandakan,2023-10-01,137,106,31
Dermaga Sandakan,2023-11-01,282,224,58
Dermaga Tanjung Manis,2020-01-01,0,0,0
Dermaga Tanjung Manis,2020-02-01,0,0,0
Dermaga Tanjung Manis,2020-03-01,0,0,0
Dermaga Tanjung Manis,2020-04-01,0,0,0
Dermaga Tanjung Manis,2020-05-01,0,0,0
Dermaga Tanjung Manis,2020-06-01,0,0,0
Dermaga Tanjung Manis,2020-07-01,0,0,0
Dermaga Tanjung Manis,2020-08-01,0,0,0
Dermaga Tanjung Manis,2020-09-01,0,0,0
Dermaga Tanjung Manis,2020-10-01,0,0,0
Dermaga Tanjung Manis,2020-11-01,0,0,0
Dermaga Tanjung Manis,2020-12-01,0,0,0
Dermaga Tanjung Manis,2021-01-01,0,0,0
Dermaga Tanjung Manis,2021-02-01,0,0,0
Dermaga Tanjung Manis,2021-03-01,0,0,0
Dermaga Tanjung Manis,2021-04-01,0,0,0
Dermaga Tanjung Manis,2021-05-01,0,0,0
Dermaga Tanjung Manis,2021-06-01,0,0,0
Dermaga Tanjung Manis,2021-07-01,0,0,0
Dermaga Tanjung Manis,2021-08-01,0,0,0
Dermaga Tanjung Manis,2021-09-01,0,0,0
Dermaga Tanjung Manis,2021-10-01,0,0,0
Dermaga Tanjung Manis,2021-11-01,0,0,0
Dermaga Tanjung Manis,2021-12-01,0,0,0
Dermaga Tanjung Manis,2022-01-01,0,0,0
Dermaga Tanjung Manis,2022-02-01,0,0,0
Dermaga Tanjung Manis,2022-03-01,0,0,0
Dermaga Tanjung Manis,2022-04-01,0,0,0
Dermaga Tanjung Manis,2022-05-01,0,0,0
Dermaga Tanjung Manis,2022-06-01,0,0,0
Dermaga Tanjung Manis,2022-07-01,0,0,0
Dermaga Tanjung Manis,2022-08-01,0,0,0
Dermaga Tanjung Manis,2022-09-01,0,0,0
Dermaga Tanjung Manis,2022-10-01,0,0,0
Dermaga Tanjung Manis,2022-11-01,0,0,0
Dermaga Tanjung Manis,2022-12-01,0,0,0
Dermaga Tanjung Manis,2023-01-01,0,0,0
Dermaga Tanjung Manis,2023-02-01,1,1,0
Dermaga Tanjung Manis,2023-03-01,0,0,0
Dermaga Tanjung Manis,2023-04-01,0,0,0
Dermaga Tanjung Manis,2023-05-01,1,1,0
Dermaga Tanjung Manis,2023-06-01,0,0,0
Dermaga Tanjung Manis,2023-07-01,0,0,0
Dermaga Tanjung Manis,2023-08-01,0,0,0
Dermaga Tanjung Manis,2023-09-01,0,0,0
Dermaga Tanjung Manis,2023-10-01,0,0,0
Dermaga Tanjung Manis,2023-11-01,0,0,0
Dermaga Tawau,2020-01-01,4607,2422,2185
Dermaga Tawau,2020-02-01,4087,2289,1798
Dermaga Tawau,2020-03-01,2840,1498,1342
Dermaga Tawau,2020-04-01,18,2,16
Dermaga Tawau,2020-05-01,7,1,6
Dermaga Tawau,2020-06-01,28,5,23
Dermaga Tawau,2020-07-01,52,19,33
Dermaga Tawau,2020-08-01,5,1,4
Dermaga Tawau,2020-09-01,6,2,4
Dermaga Tawau,2020-10-01,1,1,0
Dermaga Tawau,2020-11-01,0,0,0
Dermaga Tawau,2020-12-01,0,0,0
Dermaga Tawau,2021-01-01,0,0,0
Dermaga Tawau,2021-02-01,0,0,0
Dermaga Tawau,2021-03-01,0,0,0
Dermaga Tawau,2021-04-01,0,0,0
Dermaga Tawau,2021-05-01,0,0,0
Dermaga Tawau,2021-06-01,0,0,0
Dermaga Tawau,2021-07-01,0,0,0
Dermaga Tawau,2021-08-01,0,0,0
Dermaga Tawau,2021-09-01,0,0,0
Dermaga Tawau,2021-10-01,0,0,0
Dermaga Tawau,2021-11-01,0,0,0
Dermaga Tawau,2021-12-01,0,0,0
Dermaga Tawau,2022-01-01,0,0,0
Dermaga Tawau,2022-02-01,0,0,0
Dermaga Tawau,2022-03-01,0,0,0
Dermaga Tawau,2022-04-01,939,509,430
Dermaga Tawau,2022-05-01,1947,934,1013
Dermaga Tawau,2022-06-01,3025,1446,1579
Dermaga Tawau,2022-07-01,3855,1851,2004
Dermaga Tawau,2022-08-01,3685,1857,1828
Dermaga Tawau,2022-09-01,3613,1780,1833
Dermaga Tawau,2022-10-01,3310,1655,1655
Dermaga Tawau,2022-11-01,3453,1781,1672
Dermaga Tawau,2022-12-01,5404,2466,2938
Dermaga Tawau,2023-01-01,5186,2626,2560
Dermaga Tawau,2023-02-01,4357,2091,2266
Dermaga Tawau,2023-03-01,4747,2373,2374
Dermaga Tawau,2023-04-01,4373,2167,2206
Dermaga Tawau,2023-05-01,5867,3102,2765
Dermaga Tawau,2023-06-01,4754,2268,2486
Dermaga Tawau,2023-07-01,4703,2247,2456
Dermaga Tawau,2023-08-01,4443,2140,2303
Dermaga Tawau,2023-09-01,4199,2038,2161
Dermaga Tawau,2023-10-01,3987,2072,1915
